LD1,LD2,Class
3.1067521893400216,-1.7119832269020654,relax
3.4309136940310494,-0.5286416128485688,relax
4.44160833690718,-1.8113144217030648,relax
2.154452935743539,-3.1245380419982376,relax
2.940782941300611,-1.407522848052499,relax
2.4369221211293706,1.0762759406496571,relax
2.5948643577536923,-0.6787265657941021,relax
2.46277508928973,-1.8439685662423608,relax
2.7620198621027505,0.22945622060658738,relax
2.351265653322766,-2.0121327045224047,relax
2.75856148556321,0.5198673141181761,relax
1.2785841518462107,-2.367589571927818,relax
1.9247653711372772,-1.7493593441369835,relax
3.5835183188236623,-1.330341311114171,relax
1.758627491944752,-1.7973437787408533,relax
1.7899154649401685,1.1223864339758605,relax
1.6390535652951284,0.5287913307073605,relax
0.26372303916987344,-2.380068787427969,relax
2.346420593691653,-0.13411264978677306,relax
0.9286548087465752,-0.14965177511988395,relax
2.1482362604343557,-1.665488448137556,relax
-0.8326975911087388,-0.33193997300523154,relax
4.085149715454499,-0.45969179051088765,relax
1.4071575211933334,0.36477380518979613,relax
1.1947174694708935,0.5818807378964614,relax
2.422421848635648,-1.1912662403803393,relax
3.168476827139677,-0.7741490157402949,relax
3.148024056626847,-1.3208533494739432,relax
0.6134930198435147,0.24774739652487138,relax
2.9139223000699985,-2.687154936399117,relax
3.879443766617531,0.34934640240270726,relax
1.2865442747337847,-0.7791723336724024,relax
2.3943032240183344,-2.37911731101753,relax
3.4204147712312554,0.24105365011216057,relax
3.359684278566662,-2.0959523573773517,relax
1.664173921034496,-0.26805582111044224,relax
3.2064921864913947,0.5105215373876565,relax
2.614849806511446,-1.759707141540293,relax
2.125997828482827,-0.515627105674643,relax
3.202468093592302,-0.7866952889183555,relax
1.9292137664517488,-0.43267377228917037,relax
1.2201991253133477,-0.3669667944276812,relax
2.5372866061530406,-0.9016333233685268,relax
3.011443274169001,-0.44989239162504546,relax
1.7148762010161893,-0.05001084967824229,relax
1.5808832094081753,-0.434655624091039,relax
2.4677527964435333,-1.6539785634938833,relax
