PC49,PC50,Class
0.19112299970996033,0.09010544443911962,relax
0.08084742396365731,-0.10639602273530628,relax
-0.06781888263623935,0.08094861611636675,relax
-0.0512674298809345,-0.07466598270114208,relax
-0.05244531657003493,0.13564680131868287,relax
-0.03462220535169285,-0.034224369776142675,relax
-0.08743004626047829,-0.15965207128970138,relax
-0.028132495680016353,-0.17430704541927708,relax
-0.10407701471902712,0.028465049056747457,relax
0.08043373669919711,0.05928724924057984,relax
-0.10826408988226016,0.023003426524112427,relax
-0.006503938606938016,-0.02346820827503107,relax
-0.22796949843276684,0.21923462882101563,relax
0.004741849338148132,0.03701778591773532,relax
-0.07438736537988096,-0.02031767149742812,relax
0.025341709269895617,0.014562426059772648,relax
0.11637537673817716,0.07531571601760143,relax
0.17886805886621915,-0.03228002670112486,relax
-0.07046501527381224,0.034179850166233115,relax
0.06605816180949153,-0.03894831256113089,relax
0.023482184665920065,-0.06927217163015682,relax
0.0045489520287040645,-0.05538303076700104,relax
0.21193470412969845,0.030627498316769843,relax
-0.05999031506997438,0.062438023422634006,relax
0.01015877102283049,-0.06101416677260077,relax
-0.15753835402602037,0.1164469832097491,relax
-0.37674867500795933,-0.030561757149231292,relax
-0.014464826018775807,0.03798320826024625,relax
0.19407368003035866,-0.06382678582286523,relax
-0.02443502275108099,0.04473258888371257,relax
-0.04537275852729852,-0.2567974479983555,relax
-0.05750966147697908,-0.005466322622588932,relax
-0.22267057561708115,0.10235851754172669,relax
-0.12551074712101204,0.151176539673085,relax
0.13336058957719787,-0.03159346604184516,relax
-0.10496987476323831,0.08047196147591641,relax
-0.08385882377815435,0.09872869740235629,relax
0.0023434973584972396,0.005646941959059869,relax
0.010175777772780894,-0.07696135708174807,relax
-0.1458272197931602,0.018565556510752392,relax
0.18632465930675968,-0.04629250182022031,relax
0.061790165344856846,-0.0036699058311767453,relax
-0.023179569474746323,-0.09106139771996662,relax
0.02249583703448394,0.03154273750682785,relax
0.07102703565572746,-0.00046685397538895524,relax
0.09176341145432125,0.07086433009673175,relax
-0.11710468100197093,0.0855033772922943,relax
-0.06638172672216801,0.23340771263317364,relax
-0.11122505032160879,0.0016257333659539658,relax
-0.057448718497589805,-0.022243677819415258,relax
0.1952976868549458,-0.07887690234565164,relax
0.07498933787676344,-0.006126138601575349,relax
0.03948882340307646,-0.023175572318978963,relax
0.03948882340307646,-0.023175572318978963,relax
0.056008664233767706,-0.02032489786415339,relax
-0.05067127736078071,0.0511290025551791,relax
0.049238088037792595,0.04381332957021061,relax
0.09125925425006774,0.0166109689559565,relax
0.03560594447479723,0.09436484487045024,relax
0.11176186298800443,-0.10734911379038409,relax
0.11176186298800443,-0.10734911379038409,relax
-0.06089026596060419,-0.006047104577059949,relax
0.08015242338049917,-0.16252979559561606,relax
-0.13188081592380102,-0.006263599857358848,relax
0.2684147131387712,-0.05135582895810673,relax
0.03295041414500972,-0.05427760939016625,relax
-0.1398333536847391,-0.015621261570701091,relax
-0.1398333536847391,-0.015621261570701091,relax
-0.02828944483440977,-0.058444153900679294,relax
-0.00446790746797087,-0.09008848370241312,relax
-0.013928070571970293,0.13275842127369572,relax
0.05651062518350256,-0.009163809425416315,relax
0.043384866653180844,-0.032536528036085755,relax
0.0329665567626258,-0.06808714800304813,relax
-0.0063967155807809544,0.01536923221363975,relax
-0.007103184432959962,0.035439612095139884,relax
0.02599776720445837,0.014017370511575056,relax
0.07279693644410237,0.05533272441254178,relax
0.12189725118073363,-0.04658450361814367,relax
0.08026206116386969,-0.11513869509954452,relax
0.008016277296398176,0.008197663308507614,relax
0.03176435070799281,0.044465312522156575,relax
0.13624778902944962,0.01944160073583206,relax
0.16396481215428593,0.05473953113152528,relax
-0.07120553718814061,0.0789048318616441,relax
-0.2210940754383069,0.13675949387672434,relax
0.0591825998126685,0.010156032885136446,relax
0.06998522037715078,-0.01735533527796372,relax
0.0015618139241215633,0.06411173816772363,relax
-0.17567683559378905,-0.12486974954430553,relax
0.05621711884423225,-0.016249225426215333,relax
0.10343399963163549,-0.0034044369755657144,relax
0.06356867694047394,-0.03927625088234125,relax
-0.03725852270178732,0.15637049440716558,relax
0.13208412587601898,0.04460093773946624,relax
0.01907080344905395,0.06176568670704237,relax
0.06479222183207292,0.06217713348985159,relax
-0.03782844556481103,-0.005942985402964085,relax
0.07020235070076095,-0.02778202371268091,relax
0.08994400244270488,-0.09881616959387167,relax
0.0464996501109442,-0.078214816553001,happy
0.0464996501109442,-0.078214816553001,happy
-0.054611838024117995,-0.00936162509062115,happy
-0.07222018469530343,0.22643060136534043,happy
-0.007159987046341809,-0.08435358889312791,happy
-0.011458091811837812,-0.05156874775984737,happy
0.0965682601844079,-0.04277115001560216,happy
-0.09718359583617034,-0.048847974580014226,happy
-0.04729817775502131,-0.05935398752794856,happy
0.06709492961646202,0.01417427453943127,happy
0.0015962398106683566,-0.03737931069573036,happy
-0.007442736174250417,-0.0016698328545975607,happy
0.08306618517892708,0.053972553086322476,happy
0.05470467131375331,-0.024585310056225683,happy
-0.0715719111090093,-0.024368415069496455,happy
0.0765494694031137,-0.06061363806547768,happy
-0.008153037543013187,0.05185420733693792,happy
0.06678577550421211,-0.01097831809726953,happy
-0.16444453695097994,0.09421268639595334,happy
0.01949857463773149,-0.009087882948148782,happy
-0.4580155781479089,-0.07932626517938617,happy
-0.027265417218578572,0.004620411124523369,happy
-0.10100792787348699,-0.0073020355218792864,happy
-0.0573350000482816,-0.06370399172892129,happy
0.10845071843351298,0.05697894366173412,happy
-0.10289491013344788,0.04777365036800176,happy
0.06441885112837153,0.007789218497600139,happy
0.14806340095888645,-0.1316439678254285,happy
0.010168555086387311,-0.09368118650905624,happy
0.14375041019133,0.1353902348431714,happy
0.0006829760999418568,-0.01180434875969295,happy
0.048438744717339714,0.04497467124665609,happy
0.0335033576171997,-0.006301204085008082,happy
-0.027800315606916634,-0.028827490670739583,happy
-0.035223789704201695,-0.11607111477356818,happy
-0.13082799276007168,-0.02501520434167036,happy
-0.012909973088549185,0.04232440136888873,happy
0.17463235696110418,-0.0010298256300553855,happy
0.013529709794555568,0.12541613688283593,happy
-0.032112536413717925,-0.03622922019856831,happy
-0.016250428982092145,-0.08912264272663115,happy
0.10572952211713091,0.08767778373711141,happy
0.090182152398407,0.08438902159508288,happy
-0.026299134549864257,0.02547874860236227,happy
0.02097682280253853,0.063573745758133,happy
0.008102865046984773,0.02827017556634197,happy
