Dim1,Dim2,Class
2.6955825809091607,-2.2363815059874086,relax
3.372441848945145,-0.6222217798024055,relax
3.9635454700715864,-2.2640796889893027,relax
2.1121867082223797,-3.1053371414153195,relax
2.636910554854882,-1.8030739006388057,relax
2.5628366667445905,0.7575853426373745,relax
2.734478798304643,-0.9037879592184729,relax
2.5387283830475633,-1.6003226709349996,relax
2.4680034051050446,0.16054633821820252,relax
2.3695425387104687,-2.2353486627861803,relax
2.4910867758107944,0.4335916707328608,relax
1.232849273348352,-2.4164490933977874,relax
1.5095126642289933,-1.8660415886041726,relax
3.546930026724544,-1.5217182980247514,relax
1.9934796580926035,-1.6183842681113092,relax
2.084763358986655,1.0987227619392355,relax
1.6775135155828655,0.4757403758080562,relax
0.3320579252518814,-2.512874741569204,relax
2.5602735514947708,-0.1356459222732636,relax
0.9894737986073556,-0.10605648866413571,relax
2.422781701452343,-1.2984424862463848,relax
-1.1561389701603277,-0.24118827676037732,relax
3.84409097334454,0.0838572551985882,relax
1.6625267147247809,0.5962195986284091,relax
1.3628740796982572,0.5376704529529464,relax
2.2866410303490725,-0.7185981152329642,relax
3.1402607973750682,-0.28578062189249237,relax
3.271981590290136,-1.7311798376437217,relax
0.3181874839615556,0.07683217275470634,relax
2.721586552598873,-3.200871437665438,relax
3.8296277656218947,1.0308796646377771,relax
1.1178350903078422,-1.1626813743276672,relax
2.625861500273739,-2.683608681997966,relax
3.1635272364816918,0.29072355121446397,relax
2.997873408790135,-2.0312115390232948,relax
2.010762135638281,-0.14636488659483146,relax
3.4927889390500284,0.6103200150061319,relax
2.690711933088309,-2.185971958761705,relax
2.201140048495861,-0.8582400434298266,relax
2.6385739238478414,-1.0039689973042363,relax
1.7202043455647515,-0.3700635783157267,relax
1.733017023471333,0.18038855765745315,relax
2.70997561467957,-0.603334522599244,relax
2.9402988689625045,-0.7407080768476697,relax
1.4298151677395758,-0.40117222314875456,relax
1.8408196442351499,-0.7881548940530028,relax
2.427885329922368,-1.7866532047987613,relax
4.403168679803776,-1.2332743201181238,relax
2.226376384230521,-1.2024415479254622,relax
3.777925724546812,-0.9392675069694563,relax
2.9697514078195777,0.9161566017229239,relax
-0.7917002971955355,-1.6569340951045384,relax
1.8140698539796212,-0.9162905087845854,relax
2.6705756967824055,-0.6651699530881772,relax
4.02788741468109,-1.5430385637088433,relax
1.8330743855454428,1.281852818125829,relax
2.645840805390851,-1.5573382733129508,relax
-0.02267642746989424,-0.7565857098524448,relax
1.3628363866275561,-1.8188627410458913,relax
1.6200842486468745,-0.9830719655650799,relax
3.0830821427794524,0.4995043296313489,relax
1.5870555170989709,-0.4862589466208103,relax
2.0715887515193607,-0.3543632231522823,relax
3.096562316104466,-1.7700003283932673,relax
3.809032401726164,1.602327342462086,relax
1.266521326494655,-0.13775575278893892,relax
2.4271738341566205,-0.5934197290456651,relax
1.5692250055713481,-1.2181784621543692,relax
1.5148022797997673,-0.18581289708769325,relax
1.0495806741819511,-0.6309118746719147,relax
3.9168329882101003,-1.7298271135644294,relax
-0.07892204011595616,-0.7032873023052165,relax
3.2841445311848454,-1.4869552409316464,relax
1.481109058696518,0.46963663229061603,relax
2.535515432339309,-0.25533014765877327,relax
2.0888189658774134,-2.3256233109232882,relax
3.341192192375185,-1.5128899472417527,relax
1.9402408266208921,0.4164367946219421,relax
2.493807747480538,-0.36880237910602187,relax
2.936985048161207,0.06020522629297958,relax
3.033545623450303,-1.0584144924692973,relax
2.4704407949647487,0.08326661141533712,relax
2.0119733642463333,-0.5656573835310079,relax
-0.900811470926032,-1.1777796744862143,relax
2.178603677984269,-0.22292304271808355,relax
2.529326763519574,-1.4242043474773756,relax
3.800846248631444,-0.8611221481123605,relax
2.598769115855242,-0.6767153483262884,relax
0.8482934419535871,-1.0073457984317638,relax
3.1639906540453513,-2.5134648753116315,relax
1.7409326697517846,-0.9524500647882072,relax
2.50497906820954,-0.02135080373431349,relax
3.2306820198130413,-0.04753934024233283,relax
0.36771893833026537,-0.9340265790382922,relax
0.7336622385582137,-0.18393084699686255,relax
1.987017529931053,-0.7860895999475472,relax
2.0729801326965838,-1.6009267882390137,relax
-2.512595369575082,-1.6619722586501893,happy
-2.0229392262360415,-1.0476768459064725,happy
-4.519678041060956,-1.9358215165884816,happy
-3.481412442390701,-2.8382718632171513,happy
-2.340086329077026,-0.4949870960506304,happy
-3.238052923799459,-2.342698173122134,happy
-3.4365632915947106,-0.05494971796503652,happy
-2.3322116315385095,-0.9819591826256518,happy
-2.1361170851336193,-0.583848402521956,happy
-3.279533780728939,-1.49897286323733,happy
-2.2541353803560256,-1.2582762086037744,happy
-3.1006618896491203,-1.6319338523795803,happy
-3.4957959009944886,-0.47259681602549947,happy
-3.0947701267022993,-1.102757625342255,happy
-2.1340664426977587,0.11568855010655132,happy
0.17176935170198518,-0.36115468259242467,happy
-1.7915351732380782,-0.2618028000198556,happy
-3.014963653921852,-3.183173574303127,happy
-2.9294419707468533,-1.2807929362939086,happy
-3.0827253490734488,-0.9740858090297929,happy
-2.1430769391056477,-2.6290640785419006,happy
-3.8562570475094775,-1.892942413723913,happy
-3.9364729296075938,-1.5852435735950292,happy
-2.9754996164700143,-0.7628725720550322,happy
-1.7965360333627083,-0.4176773086967695,happy
-2.393010799035876,-2.21943523433064,happy
-1.7426386535537832,-2.256518990501505,happy
-4.048650589997005,-1.129183444459319,happy
-3.7589979390846606,-2.1161059984653185,happy
-2.8978222949713133,-0.9210111154529884,happy
-2.687169021639299,-1.1786083591996976,happy
-3.761251553654088,-2.6276507641583895,happy
-4.057272076848153,-2.8782973646285614,happy
-2.429492993088429,-1.9855385123160143,happy
-2.8715160890236953,-1.2472762351313489,happy
-1.9459475656755738,-1.315710289417296,happy
-2.505434803244087,-1.7453522223748226,happy
-4.570264158839365,-1.3541010356101464,happy
-2.046977671231129,0.7822046212697046,happy
-3.8695363615610305,-1.2530958685563884,happy
-4.484971517252541,-1.9948780610345305,happy
-0.7713349091784688,-3.3262471058172327,happy
-1.4110304520758392,-0.6192790487830937,happy
-2.818753904751088,-0.10648575027956222,happy
-1.5349519465714248,-1.972324206388792,happy
-2.9598523385739486,-1.6048411722702771,happy
-2.6430220690908985,-0.4208427453171437,happy
-3.4465360843464534,-0.007658020419664309,happy
-2.7489927805050334,-0.42815499296882836,happy
-1.7789332286552229,-1.7375919847643793,happy
-1.9192278701761945,-0.7025419340951614,happy
-2.7494144255366697,-0.646654033973324,happy
-2.789382167190856,-3.366790599219074,happy
-4.0901586276016095,-0.2852059272684616,happy
-2.734503590619396,-1.2298882957735175,happy
-1.3484969152962774,-0.43811661612079233,happy
-2.7729343618640843,-0.7309458695468499,happy
-2.680049811655062,-0.7990724253036372,happy
-4.242835283543958,0.3179357761360154,happy
-3.486391930314619,-1.6485254707014099,happy
-1.878558098168842,-0.24319685926789758,happy
-3.0555878509752237,-0.21168873494029566,happy
-0.907277986847452,0.0776097872614477,happy
-1.6114550992626484,-1.9674454668718058,happy
-2.7804258659164893,-2.1161323076347074,happy
-1.393941470362058,-1.1723859574600854,happy
-0.19799371812012412,-1.1993632425887253,happy
-2.706193683355743,-1.4765222693324203,happy
-2.0894167042704646,-1.2580732265541243,happy
-2.3543573755199847,-0.23547697989816024,happy
-2.6668627334198933,-1.3109430382313212,happy
-3.2619545179015432,-3.441868616227856,happy
-3.3745539814340733,-0.23569225724262577,happy
-2.817668605661753,-1.3241129849315714,happy
-1.8830162536928476,-2.0847010131428116,happy
-2.7949079225069093,-2.418360321582894,happy
-1.7148206703830775,-2.4358187505310642,happy
-0.713013913687835,0.5678490709197622,happy
-3.8754867275738105,-1.6837109298221806,happy
-2.7546087962750736,-2.686629807832827,happy
-0.9408967214099435,-1.4388620855705707,happy
-4.561495152768751,-0.7623732313354293,happy
-3.3105817157694104,-1.4537475189320865,happy
-1.748568483437304,-1.1651294471274833,happy
-2.3962507208201176,-1.9035850221091861,happy
-1.4592111910447036,-0.7793637942813239,happy
-3.557038953533385,-2.309319906024847,happy
-2.226818515522808,-1.502234613782657,happy
-1.302493432866972,-0.5846122104393489,happy
-2.5489072571096365,-1.907368491023814,happy
0.21568641544792033,0.056215342585705964,happy
-3.030600399976019,-1.29278678193341,happy
-2.8418373085546427,-0.880832826431531,happy
-1.539005948223495,-0.4643120857062873,happy
-2.931095271976806,-0.1887560692357333,happy
-3.8378529038995217,-2.3116744847098016,happy
0.2358081514169667,-1.3592336440172945,sad
2.210097845886866,0.595325437707397,sad
2.7201981864267855,0.4989406886766364,sad
1.1455490830876291,0.8079158856897743,sad
2.4994334810751346,-0.9754284336080772,sad
0.8466833195824893,-0.631019957056747,sad
0.70722180790819,-1.1180011640784586,sad
0.9088046839584953,-2.5242244338440805,sad
0.711608775061096,-0.925212030762286,sad
0.2661242467420664,-1.0865957690671675,sad
0.5796336929721847,-1.352663378214017,sad
0.284824873338708,-0.03369689006957725,sad
0.42173561957397065,-1.1709364387417565,sad
1.6978344067747762,0.9466325377860271,sad
-0.45185956775078145,-0.5888907058024635,sad
0.6038070085513897,-1.3456659105923192,sad
-0.13929469554988588,-2.3100965780289107,sad
1.0612126034039597,-1.16721255587171,sad
1.123195753818314,-2.3440253382195704,sad
0.9090314669676576,-0.0942817425650664,sad
1.441448505745492,-0.3824317622778944,sad
-0.2546187570415991,0.41740717319704174,sad
0.050399001833299754,-0.4058781567880462,sad
1.4465281071989973,0.14749906500002705,sad
1.38286936784026,0.25047525916695607,sad
1.7909617903248045,-0.5648466520735914,sad
0.03748850927317839,-0.7737557834025591,sad
-1.813858897686668,0.1130900690781967,sad
2.069041797040445,0.2808257946040282,sad
1.8796074171678663,-2.0325091112765548,sad
1.781928670396543,0.38119730272772245,sad
0.486618405749317,-0.21021074987386332,sad
2.3911458166364685,0.1424079122375453,sad
2.2040335163567253,-0.3647926303881923,sad
0.9154145379935281,0.5578155012064923,sad
-2.164238286249006,-0.5288250079695995,sad
1.4939113161638353,-0.5713708368886553,sad
1.6926560952169065,-0.8289306341214916,sad
2.448151554640138,-0.22321928925169532,sad
-0.7205675872349083,-0.6946362353982288,sad
-0.028419715801139955,-0.15169247463773472,sad
2.9128683805734843,-1.8586359128445953,sad
0.3984245240026267,0.25085307154988556,sad
-0.128235229041366,0.2336186019998585,sad
0.38801950488736553,2.0919722581662374,sad
-0.28085243410857635,-0.4989344329297813,sad
-0.13197122938108827,-0.23755892685974037,sad
0.1035750253361137,-0.37826898030967665,sad
0.5777256401569163,0.3874699219381879,sad
1.086699082986927,0.44167034605775113,sad
0.9845682291534834,-0.7994868866844821,sad
-0.35156946148059276,-0.1278239562152576,sad
-0.7159665874209032,-1.1878605461714924,sad
2.6947538449880906,-1.0364763449255148,sad
1.3641279934211616,-0.4771529403635302,sad
-1.5885114019537523,-0.005078704348599986,sad
0.24702191566455284,-0.0723234307611705,sad
1.9247742886384354,-1.0839457206324372,sad
1.6884196721263574,-0.8337710354305882,sad
0.19416163611795692,-0.31666122021195936,sad
-0.16906368550750578,0.8185244207649643,sad
1.729518282643845,-0.8959881198104278,sad
0.17257589318531302,0.9115787181617216,sad
0.3525564636399405,-1.4480029940107562,sad
0.9046331894277969,-0.9109833389506395,sad
-0.8044639487028972,0.08329568310178558,sad
0.156918331436014,-0.9447085248583927,sad
2.3120252555941283,-0.05690132545821081,sad
1.007692670165238,0.33662335657362846,sad
-0.2658875396178073,-0.6557283051221586,sad
1.2577619818158008,1.5768306132127712,sad
0.34048309207837446,-1.0912838467467307,sad
0.889539635250144,-1.0236122763782778,sad
2.43132780638479,-1.6661167813366309,sad
1.6003302495508387,-2.6534188938550547,sad
1.4175081973766075,-0.919866163795202,sad
0.09448734599607266,-0.8770349340922206,sad
-0.1003676434981268,0.6621530504813244,sad
0.5392193103696541,-1.5498552402020966,sad
0.6829640325978583,0.27099880392775133,sad
0.7935388771577775,0.5575022893286488,sad
0.4378372095322267,-0.9747790089004353,sad
1.8622510437774695,0.42851212008611045,sad
1.0853128758483894,0.15524787383383015,sad
0.27032800211615626,-1.7445875964715942,sad
1.4202718365705704,-0.697331159862186,sad
-1.3604454448885974,-0.1582490291731833,sad
0.3082606120037747,-0.9393638647101421,sad
2.8076859190373034,0.49288158759554107,sad
1.7200402136705577,-1.259142146733585,sad
0.4657257564090849,-1.1513217901236408,sad
0.6104918103657383,-1.1701856350256734,sad
1.07442549527844,-0.09616117920791857,sad
-0.1653335827559372,-1.8554975484110712,sad
0.44188127259025395,-0.7750504467625791,sad
1.1256291247779415,0.16823753683758816,sad
1.7622469812954438,0.2958222527862747,sad
0.9952261094497715,-1.573817646903613,sad
-0.40634421678871574,3.4807342734524123,angry
-0.8724354298537905,4.627275930252819,angry
