PC49,PC50,Class
-0.016615578450358017,0.12646650486827662,relax
-0.0667136853736603,0.11373714561210946,relax
0.09148619941285617,0.024749908518020485,relax
-0.0903658400185975,-0.03777844716801163,relax
0.1492755939221058,-0.06857611796698998,relax
-0.0630507015301366,0.0053886945382885165,relax
0.06205432205164978,0.1497366906596658,relax
-0.1973849701392605,-0.0734031904289266,relax
-0.04597762064933228,0.0363806975302163,relax
0.018437687494128024,-0.06780192715144477,relax
-0.06758573164883631,0.054526748996362756,relax
-0.0066613246159268275,-0.12273772102564276,relax
0.24626589052133507,0.1347132662658627,relax
0.03153987044674025,-0.007918774291448261,relax
0.006049243598998139,-0.023946716990181156,relax
0.0294835773426349,-0.007314272907927815,relax
0.04891467251231609,0.06831548208125285,relax
-0.05814033960526514,-0.0831032744310214,relax
0.014666207548488065,0.012990609082035922,relax
-0.05750817676852948,0.017357365101826356,relax
-0.08871568361573146,0.015759513197165516,relax
-0.045474182920124485,0.025328065045091233,relax
0.023924885717889394,0.3004895071071286,relax
0.0805192458366389,0.1046800119889987,relax
-0.08010903348666829,0.052069385382398,relax
0.12881739022393987,0.027487428900345126,relax
0.026535692637315433,0.02235574839303089,relax
0.002296345785023384,-0.12402735077221388,relax
-0.07887623485419508,-0.043783596166651256,relax
0.01628937625225758,-0.048528652451124664,relax
-0.1747107132324439,-0.037258767657275024,relax
-0.006525078924371472,0.0016929989112626645,relax
0.11028015700323365,-0.1362957534440371,relax
0.12861571636484082,-0.06718724903741921,relax
0.20280973650928807,-0.0026928757499096096,relax
0.14347872706188405,-0.022337351803496556,relax
0.11407758191919355,-0.02999135184877443,relax
0.013671734205364206,-0.062310040216179655,relax
-0.10435645996302718,-0.08527285704057205,relax
-0.016967672999047577,0.004883231599314786,relax
-0.00388888711034544,0.24090227068214207,relax
0.013203658722826084,0.02719649985633978,relax
-0.09941409734803298,-0.0345507146442452,relax
0.02096924446712421,0.0938695675498954,relax
-0.030937781273308446,0.01446757648694824,relax
0.0762080514605851,-0.03410997686165673,relax
0.08401270047658843,-0.0032201293652285145,relax
0.211383964240874,0.052075872634964174,relax
-0.0573811955099669,0.00788290120613277,relax
-0.03351480647598806,-0.02545449365182753,relax
-0.0748713205027166,-0.1379921548300843,relax
0.01782222981548529,-0.08088709515334189,relax
-0.033734603084889646,-0.09433226663526625,relax
-0.0377933285087547,-0.06629389065025344,relax
0.027597427891249315,0.03474615054853947,relax
0.008647955011714593,0.04295124770653791,relax
0.024724582253617358,-0.005971027170795731,relax
0.08458067402467671,-0.024200076472427886,relax
0.05088876038772245,0.1816149421790074,relax
-0.03343243929833616,0.02010917145839916,relax
0.09711408889126316,0.09980097694420959,relax
-0.01848007477054106,0.0002775067375624814,relax
-0.05331150418825084,0.05135705222953543,relax
-0.06654062537379077,-0.012372302641143577,relax
-0.047009447423189674,-0.0032954508256796797,relax
-0.046600430201485916,0.06174615554424883,relax
-0.10623749604157336,-0.021191617865404997,relax
0.14536185272029017,0.030352383966171938,relax
-0.00657102185081102,0.04814972929250049,relax
-0.042169781226621364,-0.011537031955906054,relax
-0.09764482648817,-0.0040884926946553315,relax
-0.0005567005432554059,0.02988440828614843,relax
0.04078294354322477,-0.1202666838178984,relax
-0.04190063912259616,0.02887155335913797,relax
-0.02056213118266828,-0.02557560507163871,relax
-0.07611025460458501,0.010101087066745245,relax
-0.12541675851365588,-0.025812760163381965,relax
-0.01789947950331572,0.07273616693119726,relax
0.026514520484883862,-0.03959761838063048,relax
0.00811163278351027,-0.1636362452265512,relax
0.06022397047736449,-0.10800161904277727,relax
0.06141356219678948,0.03134958938494124,relax
0.15982941463949732,0.010312401485380688,relax
-0.013791683745528641,0.024753685573491564,relax
0.02942524981060798,0.010566977623317696,relax
0.02445057571779917,0.08133751727999665,relax
-0.08568263948387844,-0.0903435799950223,relax
-0.03625553706762256,-0.06803661900218548,relax
0.041030080984448686,-0.024996888645714394,relax
-0.05704819525567695,-0.00989552722386079,relax
0.16740578771158182,0.041844419991667395,relax
-0.10098736161294009,0.08787576947285419,relax
0.06315144055178433,-0.06343565970906023,relax
0.03389360851750444,-0.02986745155893166,relax
-0.0005937917054424417,-0.014663447613177975,relax
-0.05418508213792899,0.003625151399095419,relax
-0.07516056205327899,-0.03868425604062739,relax
-0.09263055073601724,-0.022306437691702666,happy
-0.00402720458789804,0.038922718317212716,happy
0.12034803591932608,-0.11774059425195903,happy
-0.08544359328751687,0.026305412875704304,happy
-0.05532150359313542,0.04064534517366044,happy
-0.0311028666666155,-0.057516025735086775,happy
0.019014067492784233,-0.11719392545651985,happy
-0.010080241206446478,0.0006026203194837412,happy
0.012861179172463634,-0.005455878757000777,happy
-0.038227425052784585,-0.024968769213095293,happy
0.028401484305596268,0.014034400005621941,happy
0.04539327284575934,0.0018076380263024696,happy
-0.022131382681638896,0.03205113959282196,happy
-0.003859218385330706,0.08030462504472627,happy
-0.05644599239393224,-0.004660195225491428,happy
0.07058576359437244,-0.003995233813669019,happy
-0.004792017254452271,0.05841977892023143,happy
0.12666373695902325,0.00042437539045950436,happy
-0.015572622688612378,-0.007668905825971079,happy
0.08630347332127983,-0.2816893934664911,happy
0.02774404005424261,0.037946839685629175,happy
0.014397046149472294,-0.04292141096190407,happy
-0.03957545074718483,0.029401330565702145,happy
-0.032018592695115033,-0.0062216324657514725,happy
0.07368507490098553,0.002431126171980869,happy
-0.007681352215397809,0.02512764151032822,happy
-0.16610157526714223,-0.043498554710348386,happy
-0.0892024797033845,-0.025445761479185057,happy
0.1273042101208513,-0.02350388289557247,happy
-0.04610626724638393,-0.060491410333461414,happy
0.04463706947356388,0.02440082547287319,happy
0.010490996922146658,-0.06979162280920433,happy
-0.04835364841493755,-0.056895881892700055,happy
-0.08739453604973578,-0.0023128147616002315,happy
-0.012943205800325172,-0.025993499930304597,happy
-0.012786330939802176,0.08124902682691754,happy
-0.044240647131167515,-0.04660940682970605,happy
0.07479637487046423,0.034930139081814186,happy
-0.029459132812790192,0.025524687205020435,happy
-0.09256159015792875,-0.06003002370819426,happy
0.18178648217986015,0.06867673986039018,happy
0.08491396951578113,-0.013744867238851334,happy
0.04115439194707665,-0.04155280546896983,happy
0.05501803142336303,0.0110209615049264,happy
0.04873295289016092,-0.044831032933479904,happy
0.02321100020674948,-0.09800253901107701,happy
0.03708242159626726,-0.00231365858289052,happy
0.12686054877292166,0.06123164344895749,happy
0.07567060038442269,-0.13330641081633923,happy
